customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
CUST2534,58,69.79,765.59,Two year,Bank transfer,Yes
CUST2535,40,51.0,3885.06,Month-to-month,Mailed check,No
CUST2536,67,101.2,744.89,One year,Electronic check,Yes
CUST2537,67,106.72,1048.92,Month-to-month,Credit card,Yes
CUST2538,7,87.3,1932.09,Month-to-month,Mailed check,Yes
CUST2539,1,24.7,6879.03,Month-to-month,Bank transfer,Yes
CUST2540,40,76.63,7398.41,Month-to-month,Bank transfer,Yes
CUST2541,54,96.33,6613.54,Month-to-month,Credit card,No
CUST2542,15,33.65,2685.94,Two year,Credit card,No
CUST2543,61,42.87,2194.12,Two year,Electronic check,Yes
CUST2544,47,108.25,4402.26,Month-to-month,Mailed check,Yes
CUST2545,29,22.01,5780.39,Month-to-month,Electronic check,No
CUST2546,11,95.27,7947.11,Two year,Electronic check,No
CUST2547,34,67.38,1069.93,Month-to-month,Bank transfer,No
CUST2548,10,64.68,413.35,One year,Mailed check,Yes
CUST2549,63,20.71,5560.96,Two year,Electronic check,No
CUST2550,49,101.94,6661.16,Two year,Bank transfer,No
CUST2551,20,55.98,6773.86,Month-to-month,Credit card,Yes
CUST2552,68,74.08,5434.14,Month-to-month,Electronic check,No
CUST2553,47,87.73,7633.05,Month-to-month,Credit card,No
CUST2554,19,90.26,4097.82,Two year,Mailed check,Yes
CUST2555,66,115.6,7312.24,Two year,Electronic check,No
CUST2556,43,73.13,7743.14,One year,Credit card,No
CUST2557,32,59.97,6780.32,One year,Credit card,No
CUST2558,60,115.37,2491.87,One year,Mailed check,No
CUST2559,8,84.21,1585.8,One year,Bank transfer,No
CUST2560,67,49.82,4394.0,Two year,Bank transfer,No
CUST2561,34,32.65,3635.06,One year,Electronic check,No
CUST2562,64,104.26,7024.51,Month-to-month,Credit card,No
CUST2563,7,56.22,818.25,Month-to-month,Bank transfer,Yes
CUST2564,44,86.05,2076.77,One year,Electronic check,No
CUST2565,46,67.08,6019.36,Month-to-month,Credit card,No
CUST2566,39,39.89,777.99,Month-to-month,Electronic check,No
CUST2567,53,80.17,2579.7,Two year,Mailed check,No
CUST2568,45,26.07,3109.5,One year,Electronic check,No
CUST2569,46,61.33,4988.3,Two year,Mailed check,Yes
CUST2570,14,74.66,1281.9,Month-to-month,Credit card,No
CUST2571,18,63.6,6887.62,One year,Credit card,No
CUST2572,25,94.87,3591.39,Month-to-month,Credit card,No
CUST2573,51,102.79,7337.83,Two year,Electronic check,No
CUST2574,21,97.12,3753.6,Month-to-month,Credit card,No
CUST2575,20,23.88,2214.82,One year,Credit card,No
CUST2576,50,39.41,1151.79,One year,Mailed check,No
CUST2577,37,73.66,49.89,Month-to-month,Credit card,Yes
CUST2578,19,113.48,4266.62,Two year,Credit card,Yes
CUST2579,28,103.5,875.11,Two year,Credit card,No
CUST2580,50,104.25,3145.99,Month-to-month,Bank transfer,No
CUST2581,3,50.32,4722.39,Month-to-month,Credit card,No
CUST2582,54,62.94,2219.97,Month-to-month,Electronic check,Yes
CUST2583,70,67.07,1418.29,Month-to-month,Mailed check,No
CUST2584,27,35.74,6202.28,Two year,Credit card,Yes
CUST2585,3,23.11,7575.39,Two year,Electronic check,No
CUST2586,21,114.69,821.51,Month-to-month,Mailed check,No
CUST2587,44,44.07,1261.61,Month-to-month,Mailed check,Yes
CUST2588,66,43.99,7680.9,Month-to-month,Electronic check,Yes
CUST2589,65,28.34,321.52,Month-to-month,Electronic check,Yes
CUST2590,33,112.85,7821.51,Month-to-month,Bank transfer,Yes
CUST2591,54,77.97,57.06,Month-to-month,Bank transfer,No
CUST2592,0,86.7,6991.88,Month-to-month,Credit card,Yes
CUST2593,71,111.16,2472.45,One year,Bank transfer,No
CUST2594,37,54.56,7509.94,One year,Electronic check,No
CUST2595,5,82.15,2549.22,Month-to-month,Bank transfer,No
CUST2596,24,23.88,5241.36,Two year,Mailed check,Yes
CUST2597,16,38.68,658.66,One year,Electronic check,No
CUST2598,60,103.12,1953.79,Two year,Credit card,No
CUST2599,11,96.68,6193.96,Month-to-month,Mailed check,No
CUST2600,5,55.06,4238.91,Two year,Mailed check,No
CUST2601,26,57.68,7425.19,Two year,Mailed check,Yes
CUST2602,7,73.36,3441.44,Month-to-month,Electronic check,Yes
CUST2603,64,20.02,6961.1,Month-to-month,Electronic check,No
CUST2604,56,44.12,3602.66,Two year,Credit card,No
CUST2605,39,40.82,7834.4,One year,Bank transfer,No
CUST2606,13,45.05,7679.48,Two year,Bank transfer,No
CUST2607,34,100.59,2646.51,One year,Bank transfer,No
CUST2608,47,47.97,7089.67,One year,Bank transfer,No
CUST2609,55,39.15,6783.94,Month-to-month,Mailed check,Yes
CUST2610,48,70.43,1701.23,Month-to-month,Electronic check,No
CUST2611,12,106.56,5001.84,Two year,Bank transfer,Yes
CUST2612,60,44.13,600.0,Month-to-month,Mailed check,No
CUST2613,48,27.85,6696.95,Month-to-month,Electronic check,No
CUST2614,45,55.64,1412.88,One year,Electronic check,No
CUST2615,61,94.77,585.1,One year,Electronic check,No
CUST2616,7,75.07,3213.75,Month-to-month,Mailed check,No
CUST2617,42,101.68,4623.84,Month-to-month,Bank transfer,No
CUST2618,19,115.96,6842.24,Month-to-month,Electronic check,No
CUST2619,38,99.27,7794.46,Month-to-month,Mailed check,No
CUST2620,48,80.38,3527.15,One year,Electronic check,No
CUST2621,63,69.33,502.37,Month-to-month,Credit card,No
CUST2622,61,24.01,5997.94,Two year,Credit card,Yes
CUST2623,53,118.43,4530.08,Two year,Mailed check,Yes
CUST2624,8,58.35,3594.17,One year,Bank transfer,Yes
CUST2625,36,35.22,2487.97,Month-to-month,Bank transfer,No
CUST2626,48,86.67,4029.14,Month-to-month,Electronic check,No
CUST2627,40,48.43,2722.66,Month-to-month,Bank transfer,No
CUST2628,16,78.58,6060.95,Month-to-month,Bank transfer,No
CUST2629,20,78.68,4360.27,Two year,Credit card,No
CUST2630,50,64.57,7017.25,Month-to-month,Mailed check,Yes
CUST2631,58,103.61,4357.48,Two year,Credit card,Yes
CUST2632,38,46.5,1921.33,Month-to-month,Mailed check,No
CUST2633,54,64.86,6811.71,Month-to-month,Electronic check,No
CUST2634,40,73.77,4466.61,Two year,Credit card,Yes
CUST2635,38,86.36,1670.59,Month-to-month,Mailed check,No
CUST2636,12,98.4,4995.59,Month-to-month,Bank transfer,No
CUST2637,63,59.48,2874.58,Month-to-month,Mailed check,No
CUST2638,10,84.6,6758.36,Month-to-month,Bank transfer,Yes
CUST2639,18,35.06,3637.33,One year,Electronic check,No
CUST2640,10,113.26,5817.0,Month-to-month,Bank transfer,No
CUST2641,45,58.31,782.38,Month-to-month,Mailed check,No
CUST2642,44,92.95,3180.27,Month-to-month,Credit card,No
CUST2643,0,22.03,7866.27,Two year,Mailed check,No
CUST2644,39,40.52,6471.51,Month-to-month,Credit card,No
CUST2645,18,68.71,1296.33,Month-to-month,Mailed check,Yes
CUST2646,71,107.83,2236.56,Month-to-month,Mailed check,Yes
CUST2647,71,72.73,2651.93,Month-to-month,Electronic check,No
CUST2648,60,112.99,5209.92,Month-to-month,Bank transfer,No
CUST2649,11,68.38,6060.82,Month-to-month,Mailed check,No
CUST2650,60,69.04,6001.22,Month-to-month,Credit card,No
CUST2651,32,31.97,4088.79,Month-to-month,Bank transfer,Yes
CUST2652,44,100.27,6490.35,Month-to-month,Electronic check,Yes
CUST2653,68,44.7,3507.88,Two year,Bank transfer,No
CUST2654,7,109.96,1008.57,One year,Mailed check,No
CUST2655,24,111.08,4524.25,Month-to-month,Credit card,No
CUST2656,45,114.33,7619.37,Month-to-month,Credit card,No
CUST2657,29,72.02,6348.09,One year,Bank transfer,No
CUST2658,46,87.71,4638.03,Two year,Credit card,No
CUST2659,48,97.85,5181.51,Month-to-month,Mailed check,No
CUST2660,46,33.1,7445.88,Two year,Credit card,No
CUST2661,17,80.1,3438.18,Month-to-month,Credit card,Yes
CUST2662,65,23.43,2664.53,Month-to-month,Credit card,No
CUST2663,67,69.76,7818.39,Two year,Mailed check,No
CUST2664,32,35.48,6910.28,One year,Electronic check,No
CUST2665,35,38.29,2597.89,Two year,Credit card,Yes
CUST2666,18,56.5,3720.97,Month-to-month,Electronic check,Yes
CUST2667,27,63.24,3332.32,Month-to-month,Bank transfer,No
CUST2668,39,82.32,1209.78,One year,Bank transfer,No
CUST2669,14,27.44,7663.4,Month-to-month,Mailed check,No
CUST2670,40,70.37,3246.41,Month-to-month,Mailed check,No
CUST2671,38,38.26,7005.13,Month-to-month,Mailed check,No
CUST2672,1,77.4,1531.06,Month-to-month,Mailed check,No
CUST2673,62,83.74,4392.01,Month-to-month,Electronic check,No
CUST2674,28,75.67,211.21,One year,Mailed check,Yes
CUST2675,65,93.83,6118.48,Two year,Electronic check,Yes
CUST2676,50,53.56,4655.69,Month-to-month,Credit card,No
CUST2677,9,96.51,5012.2,One year,Credit card,Yes
CUST2678,13,63.28,432.73,Month-to-month,Bank transfer,No
CUST2679,50,68.42,1704.09,Two year,Bank transfer,No
CUST2680,38,84.81,613.16,Month-to-month,Electronic check,Yes
CUST2681,27,21.84,2325.54,One year,Mailed check,No
CUST2682,2,85.4,5026.96,One year,Bank transfer,No
CUST2683,69,81.86,4538.16,Month-to-month,Electronic check,Yes
CUST2684,26,50.98,4904.96,Month-to-month,Bank transfer,No
CUST2685,1,28.58,4403.03,Two year,Mailed check,No
CUST2686,37,29.09,2198.77,Month-to-month,Electronic check,No
CUST2687,2,112.32,1971.17,One year,Bank transfer,No
CUST2688,15,88.93,1113.74,Two year,Mailed check,No
CUST2689,39,32.71,6795.59,Month-to-month,Electronic check,No
CUST2690,1,55.67,4939.51,Two year,Electronic check,Yes
CUST2691,40,79.25,1508.36,Two year,Electronic check,No
CUST2692,11,103.56,1434.13,One year,Credit card,No
CUST2693,34,24.37,6986.82,Month-to-month,Electronic check,No
CUST2694,64,43.66,5946.99,Month-to-month,Bank transfer,No
CUST2695,54,108.97,5282.0,Month-to-month,Electronic check,Yes
CUST2696,44,20.92,3266.78,Two year,Electronic check,No
CUST2697,61,40.14,2110.57,Two year,Electronic check,No
CUST2698,48,115.9,7836.02,One year,Electronic check,No
CUST2699,24,81.34,6381.97,Month-to-month,Electronic check,No
CUST2700,22,46.17,2428.2,Month-to-month,Credit card,No
CUST2701,23,26.7,6783.57,One year,Mailed check,No
CUST2702,37,22.82,6076.28,One year,Credit card,No
CUST2703,27,44.47,2390.7,Two year,Bank transfer,No
CUST2704,20,108.15,3423.89,One year,Mailed check,No
CUST2705,53,61.59,1503.91,Two year,Bank transfer,No
CUST2706,17,92.03,906.2,One year,Electronic check,No
CUST2707,35,111.83,5787.64,One year,Bank transfer,No
CUST2708,44,60.8,2154.74,Month-to-month,Credit card,No
CUST2709,52,39.13,6564.07,Two year,Credit card,No
CUST2710,29,71.71,7964.96,One year,Electronic check,No
CUST2711,59,110.81,631.43,Month-to-month,Electronic check,No
CUST2712,31,100.44,3794.82,Month-to-month,Mailed check,Yes
CUST2713,66,26.58,6420.46,Month-to-month,Credit card,Yes
CUST2714,66,89.26,6315.83,Month-to-month,Credit card,No
CUST2715,27,77.19,6084.78,Month-to-month,Mailed check,No
CUST2716,43,110.75,2804.98,Month-to-month,Credit card,Yes
CUST2717,40,32.25,3641.75,Month-to-month,Mailed check,No
CUST2718,62,73.4,4767.85,Month-to-month,Credit card,No
CUST2719,22,107.95,7792.05,Two year,Bank transfer,No
CUST2720,47,61.0,2633.83,Month-to-month,Bank transfer,Yes
CUST2721,31,68.2,7386.69,Month-to-month,Mailed check,Yes
CUST2722,56,27.05,2169.47,Month-to-month,Mailed check,No
CUST2723,32,47.81,7912.81,Month-to-month,Electronic check,Yes
CUST2724,23,52.45,5368.7,Month-to-month,Credit card,No
CUST2725,38,114.51,3718.82,Two year,Bank transfer,Yes
CUST2726,33,48.27,4914.86,One year,Electronic check,No
CUST2727,55,66.09,2194.8,Month-to-month,Credit card,No
CUST2728,27,87.13,2207.91,One year,Bank transfer,No
CUST2729,36,36.22,926.17,Month-to-month,Credit card,Yes
CUST2730,6,68.64,930.12,Two year,Mailed check,No
CUST2731,67,93.85,2794.42,Two year,Bank transfer,No
CUST2732,36,106.69,6107.59,Month-to-month,Bank transfer,Yes
CUST2733,55,82.63,4871.61,One year,Electronic check,No
CUST2734,64,86.91,838.62,Two year,Credit card,No
CUST2735,64,32.63,6820.85,One year,Mailed check,No
CUST2736,46,114.58,4818.91,One year,Mailed check,Yes
CUST2737,19,33.26,7687.63,Two year,Credit card,Yes
CUST2738,18,97.47,5368.08,Month-to-month,Credit card,No
CUST2739,28,46.48,1417.9,One year,Mailed check,No
CUST2740,59,113.36,3800.79,Two year,Credit card,No
CUST2741,17,92.0,5195.01,One year,Electronic check,No
CUST2742,34,95.38,245.55,One year,Credit card,No
CUST2743,42,41.91,138.98,Month-to-month,Electronic check,Yes
CUST2744,10,64.3,1052.64,Month-to-month,Electronic check,No
CUST2745,48,81.78,2028.28,Month-to-month,Credit card,Yes
CUST2746,37,97.0,3447.8,Month-to-month,Bank transfer,Yes
CUST2747,63,30.4,3909.77,Month-to-month,Bank transfer,Yes
CUST2748,68,116.24,1121.46,Two year,Electronic check,Yes
CUST2749,7,109.02,5393.66,One year,Credit card,No
CUST2750,33,47.03,4777.18,One year,Electronic check,No
CUST2751,47,102.28,2369.82,Month-to-month,Credit card,Yes
CUST2752,55,71.83,129.01,Two year,Credit card,No
CUST2753,64,66.18,639.63,One year,Mailed check,No
CUST2754,30,51.44,3145.72,One year,Bank transfer,Yes
CUST2755,3,78.1,1248.72,Month-to-month,Bank transfer,Yes
CUST2756,49,92.99,3027.02,Month-to-month,Mailed check,No
CUST2757,68,61.09,5032.9,One year,Mailed check,No
CUST2758,29,82.92,4386.95,Month-to-month,Mailed check,No
CUST2759,58,89.93,1864.78,Two year,Electronic check,No
CUST2760,66,91.11,2763.7,Two year,Electronic check,No
CUST2761,44,25.2,4919.97,Two year,Electronic check,No
CUST2762,3,105.97,6889.62,One year,Electronic check,No
CUST2763,25,65.83,6030.64,Two year,Electronic check,No
CUST2764,26,46.24,4436.13,Two year,Bank transfer,No
CUST2765,45,44.18,2911.1,Month-to-month,Bank transfer,No
CUST2766,63,68.3,2933.11,Month-to-month,Credit card,Yes
CUST2767,50,108.68,7037.75,Month-to-month,Bank transfer,No
CUST2768,49,57.83,333.16,Month-to-month,Mailed check,No
CUST2769,5,94.97,7904.1,Month-to-month,Bank transfer,No
CUST2770,58,29.68,5321.72,Month-to-month,Mailed check,No
CUST2771,14,67.61,5455.48,One year,Bank transfer,No
CUST2772,29,119.17,323.22,Month-to-month,Electronic check,No
CUST2773,41,97.04,4852.12,Month-to-month,Bank transfer,No
CUST2774,36,41.05,3888.53,One year,Credit card,No
CUST2775,41,70.14,864.12,Two year,Electronic check,No
CUST2776,34,43.36,2237.82,Two year,Electronic check,No
CUST2777,5,60.96,7124.71,One year,Credit card,No
CUST2778,67,98.01,4408.91,Month-to-month,Bank transfer,No
CUST2779,17,97.12,3319.06,Month-to-month,Bank transfer,Yes
CUST2780,28,42.81,600.0,Month-to-month,Credit card,Yes
CUST2781,58,112.22,5718.69,Month-to-month,Electronic check,No
CUST2782,46,79.26,5628.75,Month-to-month,Credit card,No
CUST2783,16,57.99,4920.07,Two year,Mailed check,No
CUST2784,21,70.19,4091.9,Month-to-month,Mailed check,No
CUST2785,67,80.51,3481.6,Month-to-month,Bank transfer,No
CUST2786,68,75.99,4754.3,Month-to-month,Electronic check,No
CUST2787,36,68.64,1882.5,One year,Mailed check,No
CUST2788,48,70.49,7531.25,Month-to-month,Credit card,No
CUST2789,12,37.64,4718.58,Month-to-month,Bank transfer,Yes
CUST2790,33,101.27,2503.32,Month-to-month,Bank transfer,No
CUST2791,52,74.18,3608.45,Month-to-month,Electronic check,Yes
CUST2792,50,33.11,6449.36,Month-to-month,Mailed check,No
CUST2793,2,96.62,1309.7,Month-to-month,Bank transfer,No
CUST2794,41,113.24,2356.83,Month-to-month,Credit card,No
CUST2795,31,114.73,5442.47,One year,Mailed check,Yes
CUST2796,50,56.9,2537.6,Month-to-month,Bank transfer,No
CUST2797,45,33.55,6344.16,One year,Bank transfer,No
CUST2798,20,71.84,1061.02,Month-to-month,Mailed check,No
CUST2799,43,31.26,6106.24,Month-to-month,Mailed check,No
CUST2800,10,113.4,565.45,Month-to-month,Electronic check,No
CUST2801,67,38.36,120.49,Month-to-month,Credit card,No
CUST2802,0,45.28,7187.82,Month-to-month,Electronic check,No
CUST2803,62,60.66,4659.09,Month-to-month,Electronic check,No
CUST2804,23,58.32,2827.58,One year,Credit card,No
CUST2805,12,99.47,1876.11,Two year,Credit card,No
CUST2806,10,65.63,4942.75,One year,Electronic check,No
CUST2807,50,37.08,4081.84,Month-to-month,Mailed check,Yes
CUST2808,16,46.72,7932.95,One year,Credit card,No
CUST2809,23,70.91,7866.06,Month-to-month,Electronic check,Yes
CUST2810,18,34.75,5087.5,One year,Mailed check,No
CUST2811,36,81.17,3554.11,Month-to-month,Bank transfer,Yes
CUST2812,7,76.57,3939.3,Month-to-month,Mailed check,No
CUST2813,27,91.47,5466.18,Two year,Electronic check,No
CUST2814,4,113.77,830.56,One year,Credit card,No
CUST2815,16,111.23,2640.25,Month-to-month,Mailed check,Yes
CUST2816,35,114.61,620.67,Month-to-month,Mailed check,No
CUST2817,18,44.47,605.42,Month-to-month,Mailed check,No
CUST2818,63,33.16,1582.8,Two year,Credit card,No
CUST2819,10,50.23,3892.32,Month-to-month,Credit card,No
CUST2820,53,109.51,6282.5,Two year,Mailed check,No
CUST2821,44,117.21,3894.26,Month-to-month,Mailed check,Yes
CUST2822,46,105.93,2697.1,Month-to-month,Electronic check,No
CUST2823,11,31.0,677.18,One year,Credit card,No
CUST2824,20,114.74,4411.36,Month-to-month,Mailed check,No
CUST2825,10,62.34,2184.72,Month-to-month,Credit card,Yes
CUST2826,4,20.93,4927.17,Month-to-month,Credit card,No
CUST2827,55,64.24,7817.96,One year,Credit card,Yes
CUST2828,19,24.61,908.29,One year,Electronic check,No
CUST2829,40,74.39,1712.76,One year,Bank transfer,Yes
CUST2830,45,53.86,3795.29,One year,Credit card,No
CUST2831,11,67.34,7749.54,One year,Credit card,Yes
CUST2832,69,81.32,6179.04,Month-to-month,Mailed check,No
CUST2833,16,106.88,7187.87,Month-to-month,Credit card,No
CUST2834,18,86.19,2683.04,One year,Bank transfer,No
CUST2835,25,63.4,7936.47,Two year,Credit card,No
CUST2836,47,101.94,840.61,Month-to-month,Electronic check,No
CUST2837,51,110.56,442.72,Month-to-month,Mailed check,Yes
CUST2838,69,31.98,6847.71,Month-to-month,Bank transfer,Yes
CUST2839,54,73.19,7419.57,Month-to-month,Electronic check,No
CUST2840,32,48.45,742.87,Month-to-month,Bank transfer,No
CUST2841,61,24.71,925.15,One year,Mailed check,No
CUST2842,22,86.85,284.73,Month-to-month,Credit card,Yes
CUST2843,14,106.28,853.97,One year,Mailed check,No
CUST2844,26,36.29,1691.17,Two year,Mailed check,No
CUST2845,63,101.24,7761.21,Two year,Credit card,No
CUST2846,50,105.34,5349.52,Month-to-month,Electronic check,No
CUST2847,52,111.43,6232.85,Month-to-month,Bank transfer,No
CUST2848,50,46.53,6213.59,Month-to-month,Electronic check,No
CUST2849,46,110.4,4289.89,Month-to-month,Credit card,Yes
CUST2850,3,52.07,6383.96,Month-to-month,Bank transfer,No
CUST2851,6,75.23,4774.54,One year,Credit card,No
CUST2852,34,25.05,2530.08,Month-to-month,Electronic check,Yes
CUST2853,47,24.39,4497.66,Two year,Mailed check,Yes
CUST2854,71,92.04,4277.4,Two year,Bank transfer,Yes
CUST2855,44,64.45,6591.16,One year,Credit card,No
CUST2856,71,45.63,7854.18,One year,Bank transfer,Yes
CUST2857,18,39.04,3300.12,Month-to-month,Bank transfer,No
CUST2858,62,87.0,6111.86,One year,Electronic check,No
CUST2859,37,20.04,816.11,Month-to-month,Mailed check,No
CUST2860,66,100.59,6219.11,Two year,Bank transfer,No
CUST2861,58,27.92,2983.91,Month-to-month,Electronic check,No
CUST2862,68,39.15,334.33,Month-to-month,Bank transfer,Yes
CUST2863,12,58.62,2918.7,Month-to-month,Mailed check,No
CUST2864,46,68.49,4892.93,Month-to-month,Bank transfer,No
CUST2865,60,55.5,971.62,Month-to-month,Mailed check,No
CUST2866,30,52.07,7393.8,Month-to-month,Electronic check,No
CUST2867,21,116.39,639.83,Two year,Electronic check,Yes
CUST2868,42,84.16,7441.45,Month-to-month,Mailed check,No
CUST2869,66,22.34,5662.96,Month-to-month,Mailed check,Yes
CUST2870,53,63.02,2651.1,Month-to-month,Electronic check,Yes
CUST2871,9,107.5,3138.19,Month-to-month,Mailed check,No
CUST2872,41,50.15,5931.66,Month-to-month,Mailed check,No
CUST2873,63,29.46,4819.74,One year,Credit card,No
CUST2874,20,95.84,5379.71,Month-to-month,Bank transfer,No
CUST2875,65,80.6,3125.53,Month-to-month,Electronic check,No
CUST2876,40,77.03,3912.75,Month-to-month,Electronic check,No
CUST2877,23,25.36,7919.14,Month-to-month,Credit card,No
CUST2878,34,34.05,1727.1,Month-to-month,Mailed check,No
CUST2879,55,82.25,3354.49,One year,Mailed check,Yes
CUST2880,29,40.78,2348.75,Month-to-month,Mailed check,Yes
CUST2881,56,70.41,6125.59,Month-to-month,Electronic check,No
CUST2882,46,74.49,6116.82,One year,Credit card,No
CUST2883,34,48.35,2353.71,Month-to-month,Bank transfer,No
CUST2884,18,114.84,669.49,One year,Credit card,No
CUST2885,7,104.25,111.23,Month-to-month,Electronic check,Yes
CUST2886,25,92.24,3431.06,Month-to-month,Bank transfer,Yes
CUST2887,70,27.8,3294.49,Two year,Mailed check,Yes
CUST2888,29,30.61,7907.35,Month-to-month,Credit card,No
CUST2889,6,69.28,3769.02,Two year,Credit card,No
CUST2890,66,36.07,2066.22,Month-to-month,Electronic check,No
CUST2891,64,117.83,7132.01,One year,Credit card,No
CUST2892,35,35.85,3938.72,Two year,Bank transfer,No
CUST2893,24,68.75,4801.42,Two year,Credit card,No
CUST2894,36,56.41,783.44,One year,Electronic check,No
CUST2895,0,83.94,3075.67,One year,Credit card,No
CUST2896,14,32.9,7554.9,Month-to-month,Bank transfer,No
CUST2897,36,63.03,4724.25,Month-to-month,Bank transfer,No
CUST2898,12,47.47,2769.12,Month-to-month,Electronic check,No
CUST2899,7,108.78,5012.82,Month-to-month,Mailed check,No
CUST2900,4,24.06,7285.08,Two year,Electronic check,No
CUST2901,59,111.37,2206.44,Month-to-month,Mailed check,No
CUST2902,0,103.3,4050.83,Month-to-month,Bank transfer,No
CUST2903,35,49.76,7670.35,One year,Credit card,Yes
CUST2904,34,98.93,1395.72,Month-to-month,Credit card,No
CUST2905,65,23.12,5762.92,Month-to-month,Bank transfer,No
CUST2906,62,116.69,4923.56,Month-to-month,Electronic check,Yes
CUST2907,22,72.66,5443.81,Month-to-month,Credit card,No
CUST2908,8,50.33,2822.73,One year,Electronic check,No
CUST2909,33,56.26,2524.76,Month-to-month,Credit card,No
CUST2910,45,26.64,5479.99,Month-to-month,Mailed check,No
CUST2911,3,118.93,1740.04,One year,Credit card,No
CUST2912,29,23.93,3368.84,Month-to-month,Mailed check,No
CUST2913,71,85.49,1521.63,One year,Credit card,No
CUST2914,2,64.27,86.27,Two year,Credit card,No
CUST2915,13,114.89,7761.06,Month-to-month,Credit card,No
CUST2916,59,44.6,3464.99,Month-to-month,Credit card,No
CUST2917,44,73.21,7755.41,Month-to-month,Credit card,Yes
CUST2918,33,68.24,1139.78,One year,Electronic check,No
CUST2919,44,90.29,4707.19,Month-to-month,Mailed check,No
CUST2920,60,26.8,1623.77,Month-to-month,Mailed check,No
CUST2921,15,39.38,6324.79,Two year,Credit card,No
CUST2922,65,41.46,6273.95,Month-to-month,Electronic check,No
CUST2923,39,93.82,918.61,Month-to-month,Electronic check,Yes
CUST2924,16,38.91,7298.27,One year,Bank transfer,No
CUST2925,33,77.35,1573.14,Month-to-month,Bank transfer,No
CUST2926,15,41.52,4911.56,One year,Electronic check,Yes
CUST2927,59,106.16,7885.36,One year,Bank transfer,No
CUST2928,65,114.22,7061.52,Month-to-month,Mailed check,No
CUST2929,65,71.85,7653.38,Two year,Electronic check,No
CUST2930,12,55.23,2753.94,Month-to-month,Bank transfer,No
CUST2931,55,43.41,862.49,Two year,Electronic check,Yes
CUST2932,30,24.98,1523.01,Month-to-month,Bank transfer,No
CUST2933,33,46.85,4013.95,Month-to-month,Electronic check,No
CUST2934,38,85.42,6349.97,Month-to-month,Credit card,No
CUST2935,66,73.36,1218.23,Month-to-month,Mailed check,No
CUST2936,7,114.4,5284.66,One year,Bank transfer,No
CUST2937,54,59.63,2602.15,One year,Credit card,Yes
CUST2938,26,89.39,2742.79,One year,Electronic check,No
CUST2939,52,68.93,5302.1,Month-to-month,Credit card,No
CUST2940,38,71.26,3746.66,Month-to-month,Mailed check,Yes
CUST2941,64,46.78,6500.03,One year,Bank transfer,No
CUST2942,16,65.5,1264.23,Month-to-month,Bank transfer,No
CUST2943,29,67.08,6323.79,One year,Electronic check,Yes
CUST2944,52,90.66,532.6,One year,Mailed check,Yes
CUST2945,12,114.06,1568.55,Month-to-month,Credit card,No
CUST2946,20,52.93,5256.07,One year,Electronic check,No
CUST2947,18,24.22,6842.31,One year,Bank transfer,No
CUST2948,52,69.63,2036.38,One year,Credit card,No
CUST2949,18,74.45,2630.99,Month-to-month,Electronic check,No
CUST2950,56,36.84,4306.22,Month-to-month,Credit card,No
CUST2951,24,96.05,1708.35,Month-to-month,Credit card,Yes
CUST2952,30,118.49,6493.03,Month-to-month,Electronic check,No
CUST2953,54,114.58,6193.62,Month-to-month,Credit card,Yes
CUST2954,22,39.71,1179.43,Two year,Credit card,No
CUST2955,31,107.54,3721.36,One year,Mailed check,No
CUST2956,61,90.45,6203.13,Month-to-month,Mailed check,Yes
CUST2957,9,65.38,2711.89,Month-to-month,Bank transfer,No
CUST2958,71,74.06,5072.19,Two year,Mailed check,No
CUST2959,53,104.96,420.7,Month-to-month,Electronic check,No
CUST2960,51,68.01,4877.34,One year,Credit card,Yes
CUST2961,19,57.32,1238.17,Two year,Bank transfer,No
CUST2962,31,69.32,6648.05,One year,Mailed check,No
CUST2963,13,77.91,2856.49,Two year,Credit card,No
CUST2964,49,38.91,2266.8,One year,Electronic check,Yes
CUST2965,27,110.09,6730.29,Month-to-month,Credit card,No
CUST2966,52,87.42,420.15,Month-to-month,Electronic check,No
CUST2967,23,83.33,3184.94,Month-to-month,Credit card,No
CUST2968,21,29.95,2972.63,Month-to-month,Bank transfer,Yes
CUST2969,29,80.42,2292.71,One year,Bank transfer,No
CUST2970,62,32.1,7295.8,Month-to-month,Mailed check,Yes
CUST2971,3,27.87,6012.41,Two year,Mailed check,No
CUST2972,58,72.73,530.11,Month-to-month,Credit card,No
CUST2973,7,60.28,5723.21,Month-to-month,Credit card,Yes
CUST2974,11,78.88,4227.85,Two year,Mailed check,No
CUST2975,30,28.92,7208.93,Month-to-month,Mailed check,Yes
CUST2976,33,63.1,2517.31,One year,Credit card,No
CUST2977,48,37.48,4601.81,One year,Credit card,Yes
CUST2978,56,118.71,4016.03,Month-to-month,Credit card,Yes
CUST2979,25,76.12,3926.7,Month-to-month,Bank transfer,No
CUST2980,17,88.74,3659.72,Month-to-month,Electronic check,No
CUST2981,37,52.54,1660.92,One year,Electronic check,Yes
CUST2982,49,29.47,6050.57,One year,Mailed check,Yes
CUST2983,7,117.59,3621.66,Month-to-month,Bank transfer,Yes
CUST2984,40,48.63,7668.96,One year,Credit card,No
CUST2985,5,62.38,2101.25,Month-to-month,Credit card,No
CUST2986,68,84.99,5468.3,One year,Mailed check,No
